,Fecha,Magnitud,Intensidad,GAP,Latitud,Longitud,Lugar,Id,Hipocentro,Region,Pais
29439,2022-01-29 07:03:15.375,3.3,2.0,129.77,40.2843,-117.756,"53 km SE of Imlay, Nevada",",nn00832745,us7000gg5t,",7.6,Nevada,US
29454,2022-01-28 19:47:26.470,3.03,3.1,105.0,19.1803333333333,-155.463833333333,"2 km SSE of P?hala, Hawaii",",hv72893197,us7000gfzs,",7.11,Hawaii,US
29456,2022-01-28 18:45:06.020,2.64,2.0,159.0,36.0826667,-120.0695,"10km NNE of Avenal, CA",",nc73684951,us7000gfzc,",11.67,California,US
29457,2022-01-28 18:21:44.061,3.1,3.7,40.0,31.94366455,-102.3314834,"9 km SSE of Gardendale, Texas",",tx2022bysy,us7000gfz9,",8.192342122,Texas,US
29466,2022-01-28 12:15:04.209,2.62,4.6,28.0,35.1025,-97.58816667,"1 km W of Cole, Oklahoma",",us7000gftw,ok2022bygv,",7.26,Oklahoma,US
29470,2022-01-28 10:40:07.860,2.5,3.4,22.0,33.8395,-117.0401667,"10km NW of San Jacinto, CA",",ci39926031,us7000gft8,",14.45,California,US
29479,2022-01-28 03:40:17.270,2.51,3.1,40.0,39.7995,-123.1841667,"6km E of Covelo, CA",",nc73684671,us7000gfrf,",8.89,California,US
29488,2022-01-27 22:07:58.380,2.68,2.8,114.0,40.477,-124.3208333,"12km SSW of Ferndale, CA",",nc73683766,us7000gfnx,",17.99,California,US
29492,2022-01-27 18:10:05.017,2.5,4.1,105.0,41.6779,-81.4717,"2 km NW of Lakeline, Ohio",",us7000gfm3,",5.0,Ohio,US
29499,2022-01-27 11:12:18.860,2.58,3.8,30.0,35.0418333,-118.993,"12km NNW of Grapevine, CA",",ci39924911,us7000gfil,",7.93,California,US
29501,2022-01-27 10:52:41.220,2.84,3.8,18.0,35.0398333,-118.9931667,"12km NNW of Grapevine, CA",",ci39924879,us7000gfij,",9.91,California,US
29502,2022-01-27 10:51:22.330,3.51,4.3,20.0,35.0445,-118.9958333,"13km NNW of Grapevine, CA",",ci39924871,us7000gfii,",12.03,California,US
29511,2022-01-27 06:46:38.760,2.79,2.0,161.0,19.2001666666667,-155.386833333333,"9 km E of P?hala, Hawaii",",us7000gfhc,hv72891357,",31.64,Hawaii,US
29514,2022-01-27 05:40:42.520,2.87,1.0,140.0,19.2231666666667,-155.410833333333,"7 km ENE of P?hala, Hawaii",",us7000gfh0,hv72891307,",33.87,Hawaii,US
29531,2022-01-26 11:38:39.760,3.64,3.3,160.0,19.1958333333333,-155.399666666667,"8 km E of P?hala, Hawaii",",hv72890502,us7000gf8l,",34.13,Hawaii,US
29532,2022-01-26 10:38:30.020,3.12,3.8,29.0,36.0235,-117.7755,"15km NE of Little Lake, CA",",ci39923679,us7000gf8f,",1.83,California,US
29533,2022-01-26 09:59:17.040,3.02,2.2,50.0,36.023,-117.7763333,"15km NE of Little Lake, CA",",ci39923631,us7000gf89,",1.63,California,US
29542,2022-01-26 03:23:07.790,2.7,2.0,111.0,19.1856666666667,-155.460666666667,"2 km SE of P?hala, Hawaii",",hv72890182,",33.86,Hawaii,US
29543,2022-01-26 01:55:15.390,2.72,2.7,157.0,19.3665,-155.846333333333,"10 km S of Honaunau-Napoopoo, Hawaii",",hv72890107,us7000gf5u,",8.78,Hawaii,US
29548,2022-01-26 00:21:26.958,3.2,2.0,209.71,40.5071,-119.1791,"15 km ESE of Empire, Nevada",",nn00832491,us7000gf56,",9.5,Nevada,US
29554,2022-01-25 22:05:52.756,2.6,4.1,55.0,31.9418335,-102.3336271,"9 km SSE of Gardendale, Texas",",us7000gf46,tx2022btnv,",7.703247069999999,Texas,US
29558,2022-01-25 21:02:49.606,2.6,3.4,85.0,34.1019,-106.9819,"7 km W of Escondida, New Mexico",",us7000gf3i,",7.79,New Mexico,US
29568,2022-01-25 10:51:29.040,4.67,3.8,206.0,20.9286666666667,-156.082,"10 km NNE of Wailua, Hawaii",",pt22025001,hv72889347,us7000geup,",41.14,Hawaii,US
29571,2022-01-25 09:47:18.420,2.85,3.8,145.0,19.2298333333333,-155.392166666667,"9 km ENE of P?hala, Hawaii",",hv72889302,us7000geui,",33.18,Hawaii,US
29573,2022-01-25 07:18:10.925,2.7,3.8,44.0,31.93084717,-102.3336271,"9 km NNE of Odessa, Texas",",tx2022bskn,us7000geu3,",7.801066081,Texas,US
29578,2022-01-25 04:41:48.530,2.66,3.1,236.0,40.3263333,-124.6531667,"31km W of Petrolia, CA",",nc73682591,us7000geta,",20.02,California,US
29585,2022-01-24 21:58:06.360,3.0,3.8,144.0,19.2326666666667,-155.391666666667,"9 km ENE of P?hala, Hawaii",",hv72888717,us7000geps,",32.73,Hawaii,US
29604,2022-01-24 11:50:05.669,2.64,2.7,34.0,35.835,-98.088,"14 km WSW of Kingfisher, Oklahoma",",ok2022bqxz,us7000gejb,",7.58,Oklahoma,US
29611,2022-01-24 06:09:21.978,4.7,6.1,62.0,53.2006,-166.7404,"Fox Islands, Aleutian Islands, Alaska",",us7000gehv,ak02213sive3,",43.64,Alaska,US
29625,2022-01-23 20:57:15.240,3.21,3.9,27.0,33.4338333,-116.3975,"20km N of Borrego Springs, CA",",ci39921383,us7000gef8,",6.66,California,US
29628,2022-01-23 19:10:42.127,4.6,2.2,101.0,53.1216,-166.5848,"83 km S of Unalaska, Alaska",",us7000geew,ak02212cqgd3,",38.98,Alaska,US
29629,2022-01-23 16:57:43.060,2.69,3.1,68.0,36.6675,-121.2675,"14km SSE of Tres Pinos, CA",",nc73682276,us7000geeh,",4.91,California,US
29630,2022-01-23 16:53:10.310,3.07,5.0,68.0,36.6666667,-121.2703333,"14km SSE of Tres Pinos, CA",",nc73682266,us7000geeg,",5.17,California,US
29633,2022-01-23 15:00:07.860,3.23,2.2,250.0,40.4056667,-125.3576667,"91km W of Petrolia, CA",",nc73682241,us7000gee1,",25.47,California,US
29658,2022-01-22 22:40:11.845,4.3,3.4,51.61,38.2571,-118.3528,"25 km SW of Mina, Nevada",",ew1642891220,nn00832186,us7000gea8,",11.7,Nevada,US
29669,2022-01-22 16:23:22.880,2.88,1.0,88.0,19.186,-155.473666666667,"1 km SSE of P?hala, Hawaii",",us7000ge8c,hv72886042,",35.94,Hawaii,US
29691,2022-01-22 05:23:50.318,3.4,3.8,205.0,53.1591,-166.7219,"80 km S of Unalaska, Alaska",",ak02210gxujd,us7000gli2,",35.0,Alaska,US
29693,2022-01-22 05:17:04.896,6.2,3.9,95.0,53.2402,-166.682,"71 km S of Unalaska, Alaska",",at00r63iof,us7000ge5q,usauto7000ge5q,pt22022001,ak02210gwcyq,",29.0,Alaska,US
29698,2022-01-22 01:01:42.300,3.01,2.7,31.0,32.8625,-116.0805,"16km NNW of Ocotillo, CA",",ci39920079,us7000ge2i,",7.23,California,US
29712,2022-01-21 13:24:55.460,2.67,3.1,54.0,36.70066667,-97.67733333,"10 km ESE of Jefferson, Oklahoma",",ok2022blop,us7000gduu,",8.83,Oklahoma,US
29713,2022-01-21 12:59:34.357,3.3,4.1,55.0,31.67671232,-104.3795789,"55 km S of Whites City, New Mexico",",tx2022blnu,us7000gdup,",7.519799805,New Mexico,US
29723,2022-01-21 04:47:27.770,2.94,5.6,44.0,34.9676667,-84.7133333,"16 km NNE of Eton, Georgia",",us7000gdre,se60379886,",14.82,Tennessee,US
29729,2022-01-20 23:30:49.949,2.8,2.2,57.0,44.4485,-115.2107,"33 km NW of Stanley, Idaho",",us7000gdpj,mb80536499,",10.0,Idaho,US
29742,2022-01-20 15:45:10.479,3.4,2.0,57.72,38.1827,-117.7655,"37 km SE of Mina, Nevada",",nn00832045,us7000gdjx,",9.0,Nevada,US
29744,2022-01-20 14:21:20.098,2.5,2.0,118.0,38.6812,-97.4852,"5 km WSW of Gypsum, Kansas",",us7000gdnm,",4.31,Kansas,US
29748,2022-01-20 10:00:12.501,2.5,2.0,56.0,44.3507,-115.217,"27 km WNW of Stanley, Idaho",",mb80536439,us7000gdhr,",10.0,Idaho,US
29749,2022-01-20 09:52:30.400,2.53,2.0,47.0,35.5243333,-117.4053333,"27km ESE of Ridgecrest, CA",",ci39917967,us7000gdhm,",8.7,California,US
29752,2022-01-20 04:32:17.377,2.7,2.2,42.0,31.19653858,-103.3310081,"25 km WSW of Coyanosa, Texas",",us7000gdf4,tx2022bjbn,",5.771655273,Texas,US
29753,2022-01-20 04:26:10.480,2.97,3.5,13.0,33.7298333,-116.8985,"2km SSW of Valle Vista, CA",",ci39917799,us7000gdf0,",3.9,California,US
29802,2022-01-18 10:31:16.994,3.0,2.2,59.0,32.44445801,-102.0796018,"34 km SSW of Los Ybanez, Texas",",tx2022bfwj,us7000gcur,",1.809651693,Texas,US
29806,2022-01-18 07:39:15.120,3.45,4.6,19.0,33.8255,-116.7506667,"10km NNW of Idyllwild, CA",",ci39915287,us7000gctz,",12.48,California,US
29810,2022-01-18 03:56:22.820,2.65,2.0,203.0,34.5106667,-120.6706667,"24km SW of Lompoc, CA",",ci39915175,us7000gcsj,",-0.05,California,US
29815,2022-01-17 20:42:36.000,2.77,3.1,227.0,40.3046667,-124.6483333,"31km W of Petrolia, CA",",nc73679816,us7000gcq0,",18.19,California,US
29827,2022-01-17 02:55:08.060,2.88,3.6,235.0,40.2868333,-124.379,"9km WSW of Petrolia, CA",",nc73679486,us7000gck9,",18.39,California,US
29830,2022-01-17 00:02:29.990,3.19,3.4,28.0,34.4386667,-119.2985,"5km WSW of Ojai, CA",",ci39914199,us7000gcjd,",10.42,California,US
29837,2022-01-16 22:04:17.500,3.5,3.4,158.0,19.3528333333333,-155.083333333333,"13 km SSE of Fern Forest, Hawaii",",hv72877412,us7000gcis,",6.57,Hawaii,US
29849,2022-01-16 09:22:14.300,2.8,3.4,149.0,19.2275,-155.387333333333,"9 km ENE of P?hala, Hawaii",",hv72876592,us7000gcfa,",30.68,Hawaii,US
29859,2022-01-16 04:48:42.142,2.9,2.7,85.0,41.1641,-107.237,"28 km ENE of Dixon, Wyoming",",us7000gcdc,",5.0,Wyoming,US
29860,2022-01-16 04:41:47.185,3.0,1.0,62.0,31.6137437,-104.3432502,western Texas,",tx2022bbtv,us7000gcdb,",7.288427734,New Mexico,US
29872,2022-01-15 23:00:01.520,3.09,2.0,87.0,19.1923333333333,-155.475166666667,"1 km SSE of P?hala, Hawaii",",hv72875527,us7000gcbc,",35.71,Hawaii,US
29879,2022-01-15 16:19:02.000,2.54,2.2,32.0,34.9595,-118.7328333,"18km NE of Lebec, CA",",ci39913455,us7000gc99,",7.29,California,US
29890,2022-01-15 08:41:59.002,3.1,2.2,99.0,38.6657,-97.4701,"5 km SW of Gypsum, Kansas",",us7000gc7n,",5.0,Kansas,US
29897,2022-01-15 00:35:17.796,2.7,3.1,116.0,38.6406,-97.5026,Kansas,",us7000gc5g,",5.0,Kansas,US
29907,2022-01-14 15:05:41.430,2.85,3.4,62.0,32.7728333,-115.4401667,"7km SW of Holtville, CA",",ci39912487,us7000gbyx,",12.18,California,US
29920,2022-01-14 04:50:22.640,2.59,2.2,26.0,38.8395,-122.8366667,"10km NW of The Geysers, CA",",nc73678226,us7000gbta,",2.46,California,US
29944,2022-01-13 10:33:52.700,2.75,2.0,93.0,40.0278333,-123.7545,"12km SSE of Redway, CA",",nc73677916,us7000gbkt,",19.3,California,US
29947,2022-01-13 08:23:09.790,2.75,3.4,17.0,33.3718333,-116.3925,"13km N of Borrego Springs, CA",",ci39910983,us7000gbkb,",5.06,California,US
29957,2022-01-13 03:24:53.520,2.86,4.3,25.0,33.4738333,-116.4405,"23km ESE of Anza, CA",",ci39910327,us7000gbiu,",13.13,California,US
29958,2022-01-13 03:19:08.700,3.86,4.2,20.0,33.4688333,-116.443,"23km ESE of Anza, CA",",ci39910255,us7000gbip,ew1642043950,",13.97,California,US
29997,2022-01-12 09:06:03.170,2.54,1.0,47.0,32.9341667,-115.535,"5km S of Brawley, CA",",ci39909663,us7000gb9r,",11.04,California,US
30024,2022-01-12 02:12:08.390,2.65,2.2,14.0,33.3611667,-116.3635,"12km N of Borrego Springs, CA",",us7000gb6q,ci39909511,",2.96,California,US
30128,2022-01-11 12:53:45.679,5.8,4.3,58.0,52.4378,-167.9609,"82 km SE of Nikolski, Alaska",",us7000gawq,ak022iedhi2,",16.72,Alaska,US
30131,2022-01-11 12:50:39.160,2.85,2.7,134.0,19.2131666666667,-155.4285,"5 km ENE of P?hala, Hawaii",",hv72866512,us7000gawm,",33.55,Hawaii,US
30136,2022-01-11 12:39:32.454,6.6,7.9,49.0,52.5791,-168.3275,"53 km SE of Nikolski, Alaska",",us7000gawk,at00r5jpu0,pt22011002,usauto7000gawk,ak022ieagfj,",19.0,Alaska,US
30152,2022-01-11 11:54:04.508,4.7,2.7,134.0,52.3376,-167.8926,"93 km SE of Nikolski, Alaska",",us7000gaw0,ak022ids6a6,",22.32,Alaska,US
30156,2022-01-11 11:45:53.194,5.4,3.1,64.0,52.3766,-167.9324,"88 km SE of Nikolski, Alaska",",us7000gavx,ak022idqcl0,",16.97,Alaska,US
30160,2022-01-11 11:41:49.810,2.52,3.4,70.0,33.8123333,-118.2528333,"3km SE of Carson, CA",",ci39908695,us7000gavw,",11.57,California,US
30164,2022-01-11 11:35:43.674,6.8,6.5,61.0,52.3415,-167.7554,"100 km SE of Nikolski, Alaska",",at00r5jmvn,ak022ido6wm,us7000gavu,pt22011001,usauto7000gavu,",20.0,Alaska,US
30169,2022-01-11 07:12:55.120,2.66,3.8,28.0,39.6356667,-110.9788333,"11 km WSW of Spring Glen, Utah",",us7000gaud,uu60477097,",11.4,Utah,US
30174,2022-01-11 05:47:24.830,2.83,3.5,71.0,33.8083333,-118.2685,"3km SSE of Carson, CA",",us7000gata,ci39908519,",14.88,California,US
30178,2022-01-11 04:37:02.767,3.9,4.2,108.0,31.72165965,-104.5259366,"52 km SSW of Whites City, New Mexico",",us7000gasm,tx2022asqe,",4.486254883,New Mexico,US
30182,2022-01-11 04:09:05.236,3.7,2.0,55.0,31.67696635,-104.4113435,"55 km S of Whites City, New Mexico",",tx2022aspg,us7000gas0,",7.365551758,New Mexico,US
30200,2022-01-10 14:35:40.877,3.1,4.1,104.0,38.6563,-97.5561,"4 km ESE of Assaria, Kansas",",us7000gajg,",5.0,Kansas,US
30201,2022-01-10 14:31:27.250,3.7,2.4,94.86,40.9622,-114.9424,"16 km S of Wells, Nevada",",nn00831477,us7000gaje,",13.6,Nevada,US
30205,2022-01-10 11:32:53.757,2.6,1.0,61.0,31.66672286,-104.396447,"56 km S of Whites City, New Mexico",",us7000gaj1,tx2022arik,",7.288427734,New Mexico,US
30211,2022-01-10 05:09:37.600,3.2,3.1,56.16,38.1763,-117.8876,"30 km SE of Mina, Nevada",",nn00831449,us7000gah5,",7.2,Nevada,US
30230,2022-01-09 07:54:00.250,2.52,2.0,112.0,36.2871667,-120.3461667,"16km N of Coalinga, CA",",nc73676091,us7000gabj,",12.58,California,US
30237,2022-01-08 23:46:18.060,3.21,4.1,15.0,33.373,-116.8868333,"3km NW of Palomar Observatory, CA",",ci39906383,us7000ga9e,",4.58,California,US
30252,2022-01-08 08:29:01.760,2.59,3.4,27.0,38.8345,-122.8058333,"7km W of Cobb, CA",",nc73675531,us7000ga5f,",1.12,California,US
30255,2022-01-08 06:21:31.650,3.56,3.9,19.0,34.4365,-118.9911667,"8km WNW of Fillmore, CA",",ci39905711,us7000ga4v,",1.8,California,US
30265,2022-01-07 20:34:12.320,2.83,2.0,45.0,39.6896667,-122.8743333,"14km WNW of Alder Springs, CA",",nc73675266,us7000ga19,",6.83,California,US
30274,2022-01-07 13:15:11.710,2.63,2.2,46.0,32.9236667,-115.533,"6km S of Brawley, CA",",ci39904831,us7000g9wh,",11.64,California,US
30278,2022-01-07 07:10:59.781,2.5,3.4,97.0,38.6447,-97.4895,"8 km SW of Gypsum, Kansas",",us7000g9uf,",5.0,Kansas,US
30284,2022-01-07 02:32:07.130,3.01,2.0,70.0,37.3363333,-117.9028333,"8km ESE of Deep Springs, CA",",nc73674891,nn00831299,us7000g9sx,",8.72,California,US
30289,2022-01-07 00:56:40.260,3.03,4.3,119.0,40.478,-124.3218333,"12km SSW of Ferndale, CA",",nc73674821,us7000g9si,",18.75,California,US
30296,2022-01-06 16:21:04.889,2.6,2.2,65.0,44.9889,-113.0684,"41 km NE of Leadore, Idaho",",us7000g9n8,mb80535314,",5.0,Montana,US
30299,2022-01-06 12:15:18.620,3.27,2.5,131.0,19.2398333333333,-155.409333333333,"8 km ENE of P?hala, Hawaii",",us7000g9j5,hv72859492,",32.87,Hawaii,US
30304,2022-01-06 10:24:38.984,2.5,2.2,71.0,37.3018,-97.7261,"5 km NE of Argonia, Kansas",",us7000g9ie,",5.0,Kansas,US
30306,2022-01-06 09:34:00.884,2.8,2.7,56.0,31.67467916,-104.4097076,"55 km S of Whites City, New Mexico",",tx2022ajwl,us7000g9i3,",6.440063477,New Mexico,US
30315,2022-01-06 04:21:23.192,3.4,3.4,56.12,38.17,-117.8851,"31 km SE of Mina, Nevada",",nn00831181,us7000g9gn,",7.6,Nevada,US
30316,2022-01-06 02:51:00.930,2.75,3.1,235.0,40.3756667,-124.7528333,"40km W of Petrolia, CA",",nc73674256,us7000g9gf,",19.84,California,US
30317,2022-01-06 02:42:10.830,4.58,4.1,224.0,40.3846667,-124.8643333,"50km W of Petrolia, CA",",ew1641436940,nc73674251,us7000g9gc,",12.57,California,US
30320,2022-01-06 01:08:38.240,2.82,2.2,187.0,40.4511667,-124.3326667,"15km NNW of Petrolia, CA",",nc73674241,us7000g9fs,",26.98,California,US
30322,2022-01-06 00:28:07.010,4.75,4.6,70.0,37.3338333,-117.9023333,"8km ESE of Deep Springs, CA",",ew1641428890,nc73674211,pt22006000,us7000g9fi,nn00831150,",9.5,California,US
30326,2022-01-05 22:55:11.566,2.5,4.1,79.0,37.3211,-97.7281,"6 km NNE of Argonia, Kansas",",us7000g9dy,",12.65,Kansas,US
30331,2022-01-05 21:38:26.180,2.81,2.0,133.0,19.1543333333333,-155.4915,"5 km SSW of P?hala, Hawaii",",us7000g9ce,hv72858922,",36.77,Hawaii,US
30332,2022-01-05 20:20:34.190,2.57,1.0,110.0,40.4543333,-124.274,"14km S of Ferndale, CA",",nc73674136,us7000g9bs,",25.14,California,US
30346,2022-01-05 13:58:39.040,2.79,1.0,232.0,40.2875,-124.5148333,"20km WSW of Petrolia, CA",",nc73674036,us7000g97v,",20.05,California,US
30350,2022-01-05 07:26:39.794,2.8,3.8,89.55,38.1688,-117.8245,"34 km SE of Mina, Nevada",",nn00831039,us7000g961,",9.6,Nevada,US
30351,2022-01-05 07:21:14.365,4.2,3.8,45.59,38.1677,-117.8238,"35 km SE of Mina, Nevada",",us7000g95v,nn00831033,",9.9,Nevada,US
30352,2022-01-05 07:20:55.658,2.6,1.0,109.35,38.1764,-117.8141,"35 km SE of Mina, Nevada",",nn00831032,us7000g95x,",9.3,Nevada,US
30354,2022-01-05 06:45:10.770,2.57,4.6,62.0,34.185,-80.7263333,"5 km SW of Lugoff, South Carolina",",se60378391,us7000g95m,",0.46,South Carolina,US
30355,2022-01-05 06:00:16.110,3.81,4.3,71.0,19.1861666666667,-155.644333333333,"13 km NNW of Wai‘?hinu, Hawaii",",hv72858117,us7000g95b,",8.38,Hawaii,US
30360,2022-01-04 22:45:26.070,3.06,2.7,170.0,19.1771666666667,-155.377166666667,"11 km ESE of P?hala, Hawaii",",hv72857727,us7000g932,",30.16,Hawaii,US
30362,2022-01-04 20:28:54.410,2.61,2.7,60.0,37.4366667,-118.4995,"9km ENE of Round Valley, CA",",nc73673706,us7000g907,",4.62,California,US
30364,2022-01-04 19:44:06.390,3.38,3.8,265.0,19.0335,-156.229833333333,"49 km W of Hawaiian Ocean View, Hawaii",",us7000g903,hv72857432,",8.56,Hawaii,US
30370,2022-01-04 13:20:46.164,2.8,4.6,79.0,41.6863,-81.469,"3 km NW of Timberlake, Ohio",",us7000g8x2,",5.0,Ohio,US
30380,2022-01-04 04:02:02.383,3.6,3.4,50.0,31.68726376,-104.4518179,"54 km S of Whites City, New Mexico",",us7000g8u3,tx2022afum,",5.308911133,New Mexico,US
30382,2022-01-04 00:13:26.770,4.25,3.8,151.0,19.2163333333333,-155.399666666667,"8 km E of P?hala, Hawaii",",pt22004050,hv72856332,us7000g8tb,",33.52,Hawaii,US
30385,2022-01-03 21:39:22.250,2.84,3.1,239.0,40.2761667,-124.493,"18km WSW of Petrolia, CA",",nc73673196,us7000g8s4,",20.46,California,US
30399,2022-01-03 11:58:59.113,4.2,3.4,86.0,53.483,-165.8716,"61 km SE of Unalaska, Alaska",",us7000g8ns,ak02255igfe,",44.05,Alaska,US
30402,2022-01-03 10:49:30.450,2.53,3.4,54.0,34.177,-80.701,"5 km S of Lugoff, South Carolina",",us7000g8nf,se60141843,",2.05,South Carolina,US
30403,2022-01-03 10:48:13.320,2.68,2.0,89.0,19.1893333333333,-155.4735,"1 km SSE of P?hala, Hawaii",",hv72855612,us7000g8ne,",31.38,Hawaii,US
30409,2022-01-03 06:30:53.912,3.6,2.4,59.0,31.65466829,-104.3008059,"58 km S of Whites City, New Mexico",",tx2022aedx,us7000g8lq,",7.211303711,New Mexico,US
30410,2022-01-03 03:44:45.468,2.6,2.2,68.0,44.9806,-113.0674,"40 km NE of Leadore, Idaho",",us7000g8l8,mb80535019,",5.0,Montana,US
30412,2022-01-03 03:11:56.842,2.6,3.4,51.0,31.62382095,-104.0148671,"40 km NNW of Toyah, Texas",",us7000g8l5,tx2022adxi,",7.262719727000001,Texas,US
30413,2022-01-03 03:02:30.170,2.95,3.8,56.0,35.2811667,-119.3926667,"15km SSE of Buttonwillow, CA",",ci39901543,us7000g8l2,",21.55,California,US
30414,2022-01-03 02:34:48.200,3.92,4.9,56.0,35.284,-119.3906667,"15km SSE of Buttonwillow, CA",",ci39901519,us7000g8kv,",17.73,California,US
30417,2022-01-02 23:36:09.060,2.63,2.0,99.0,36.8198333,-112.9991667,"14 km S of Centennial Park, Arizona",",uu60475847,us7000g8jy,",16.73,Arizona,US
30419,2022-01-02 21:08:17.489,3.2,3.1,57.0,32.2869873,-101.7752001,"17 km N of Stanton, Texas",",us7000g8j6,tx2022adli,",8.16788737,Texas,US
30424,2022-01-02 13:05:52.871,3.0,2.2,56.61,38.162,-117.8369,"34 km SE of Mina, Nevada",",nn00830861,us7000g8ha,",9.9,Nevada,US
30447,2022-01-01 08:33:48.700,2.67,3.8,47.0,38.7745,-122.728,"2km E of The Geysers, CA",",nc73672011,us7000g8ar,",1.53,California,US
30449,2022-01-01 06:10:48.010,3.29,5.3,53.0,35.8995,-120.441,"1km W of Parkfield, CA",",nc73671951,us7000g8a6,",5.65,California,US
30453,2022-01-01 00:27:51.990,2.88,3.4,122.0,40.4771667,-124.3223333,"12km SSW of Ferndale, CA",",nc73671851,us7000g898,",19.08,California,US
30457,2021-12-31 22:41:35.180,2.58,3.4,152.0,20.1371666666667,-155.8035,"10 km S of Kapaau, Hawaii",",us7000g88w,hv72852907,",22.05,Hawaii,US
30458,2021-12-31 22:32:00.900,2.8,3.1,151.0,20.1271666666667,-155.800333333333,"11 km S of Kapaau, Hawaii",",us7000g88t,hv72852902,",21.09,Hawaii,US
30460,2021-12-31 21:24:28.100,2.59,3.3,124.0,40.4775,-124.323,"12km SSW of Ferndale, CA",",nc73671466,us7000g88d,",19.55,California,US
30461,2021-12-31 20:57:46.030,3.81,3.6,121.0,40.4778333,-124.3288333,"12km SSW of Ferndale, CA",",nc73671446,us7000g885,",19.05,California,US
30463,2021-12-31 19:27:58.900,3.38,3.4,17.0,34.0346667,-117.208,"3km SW of Redlands, CA",",ci39900159,us7000g87k,",14.43,California,US
30464,2021-12-31 19:08:31.870,2.54,1.0,118.0,40.4768333,-124.32,"12km SSW of Ferndale, CA",",nc73670851,us7000g87g,",19.35,California,US
30470,2021-12-31 10:48:10.410,2.62,2.7,18.0,33.3743333,-116.8791667,"2km NW of Palomar Observatory, CA",",us7000g85p,ci39899719,",4.65,California,US
30471,2021-12-31 09:33:52.010,2.95,3.4,52.0,33.3723333,-116.879,"2km NW of Palomar Observatory, CA",",ci39899591,us7000g85e,",4.6,California,US
30474,2021-12-31 05:29:22.011,2.6,2.2,66.0,31.87042236,-101.7333984,"23 km W of Garden City, Texas",",us7000g847,tx2021zplz,",7.849975586,Texas,US
30475,2021-12-31 01:41:54.321,3.5,2.0,118.0,31.75726715,-104.5869232,western Texas,",us7000g83n,tx2021zpem,",5.848779297,New Mexico,US
30480,2021-12-30 21:47:29.310,2.7,2.0,64.0,44.3015,-115.1636,"20 km WNW of Stanley, Idaho",",us7000g82m,mb80534849,",10.0,Idaho,US
30484,2021-12-30 19:21:07.158,2.9,2.0,64.0,37.0042,-97.9668,"6 km E of Manchester, Oklahoma",",us7000g816,",5.0,Kansas,US
30485,2021-12-30 18:07:07.640,2.93,2.2,62.0,40.2729988,-121.4720001,"12km SE of Mineral, CA",",nc73669281,us7000g80q,",7.57,California,US
30488,2021-12-30 14:57:47.826,2.9,4.6,68.0,31.68339673,-104.4119406,"54 km S of Whites City, New Mexico",",us7000g7zk,tx2021zojg,",6.131567383,New Mexico,US
30492,2021-12-30 12:11:31.310,2.51,4.3,62.0,34.1685,-80.7225,"6 km E of Elgin, South Carolina",",us7000g7y9,se60377991,",2.51,South Carolina,US
30493,2021-12-30 10:53:00.534,2.6,2.9,57.0,32.28424072,-101.7805593,"17 km N of Stanton, Texas",",us7000g7y0,tx2021zobd,",9.415079753,Texas,US
30511,2021-12-29 15:41:08.390,3.1,3.6,87.0,31.60491943,-94.79218274,"12 km W of Nacogdoches, Texas",",us6000gg58,tx2021zmpf,",7.60542806,Texas,US
30517,2021-12-29 14:32:23.100,2.5,2.2,51.0,40.2108333,-121.1261667,"3km E of Prattville, CA",",nc73669121,us6000gg4l,",5.35,California,US
30538,2021-12-28 16:30:18.740,2.88,3.8,59.0,33.8395,-116.1983333,"13km N of Indio, CA",",ci39897903,us6000gfvu,",8.55,California,US
30539,2021-12-28 16:19:00.270,2.57,3.8,14.0,34.1285,-117.4836667,"4km NW of Fontana, CA",",ci39897879,us6000gfvs,",5.29,California,US
30540,2021-12-28 16:07:17.500,3.13,2.9,154.0,19.1648333333333,-155.474666666667,"4 km S of P?hala, Hawaii",",hv72849422,us6000gfvr,",35.68,Hawaii,US
30544,2021-12-28 12:33:53.220,2.8,2.2,82.0,38.6752,-97.4595,"4 km SW of Gypsum, Kansas",",us6000gfuz,",5.0,Kansas,US
30548,2021-12-28 05:51:11.750,2.93,1.0,98.0,19.1696666666667,-155.494166666667,"4 km SSW of P?hala, Hawaii",",us6000gfsq,hv72849052,",36.74,Hawaii,US
30554,2021-12-28 01:55:43.702,4.6,5.0,57.0,32.28607178,-101.7741282,"17 km N of Stanton, Texas",",us6000gfrb,tx2021zjsk,",8.436889647999998,Texas,US
30559,2021-12-27 22:38:21.700,2.57,3.8,62.0,34.175,-80.716,"6 km SSW of Lugoff, South Carolina",",us6000gfq5,se60141143,",1.33,South Carolina,US
30562,2021-12-27 19:18:54.190,3.3,5.6,62.0,34.1823333,-80.7196667,"5 km SSW of Lugoff, South Carolina",",se60377836,us6000gfns,",3.07,South Carolina,US
30564,2021-12-27 17:14:45.640,2.64,2.0,217.0,36.0795,-121.8115,"23km WNW of Lopez Point, CA",",nc73668766,us6000gfne,",13.06,California,US
30565,2021-12-27 17:09:16.420,2.69,2.0,101.0,36.562,-121.1711667,"4km NW of Pinnacles, CA",",nc73668761,us6000gfnc,",2.32,California,US
30571,2021-12-27 09:58:16.450,2.5,2.2,92.0,38.662,-97.5083,"8 km SW of Gypsum, Kansas",",us6000gfl2,",5.0,Kansas,US
